Ticker,Date,EPS,P/E Ratio,Debt-to-Equity,Revenue,Net Profit,ROE,ROA,Net Profit Margin,Operating Margin,P/B Ratio,EV/EBITDA,Current Ratio,Free Cash Flow,Operating Cash Flow,Asset Turnover,Inventory Turnover,FCF Yield,Revenue Growth,Earnings Growth
INFY,2025-12-31,0.18,2243.6111450195312,0.10592440160294596,5099000000.0,747000000.0,0.3236217914004116,0.1873001943208174,0.14649931359090018,0.205138262404393,707.8315102109323,1389.0668226567896,1.811881188118812,915000000.0,962000000.0,1.2785056102300507,,0.0005600262161254246,0.004531126871552438,
BHARTIARTL,2024-06-30,7.21,49.72102446959518,2.3653278856530706,,,,,,,9.254817157488798,24.21985470444341,0.38134974372086594,48526000000.0,218034000000.0,,,0.023750512559785514,,
BHARTIARTL,2024-09-30,6.21,68.25188530815973,2.589523912309667,414733000000.0,35932000000.0,0.16501985133884595,0.03117865097148024,0.08663887368499734,0.27297321409195796,11.093976131934898,13.295259605861567,0.3586041687342982,97137000000.0,249307000000.0,0.3598690708381085,380.4017427195597,0.04021168389012383,,-0.13869625520110962
BHARTIARTL,2024-12-31,25.54,15.41294704308805,1.9768905634857377,451293000000.0,147812000000.0,0.5712127140545371,0.11804571144718842,0.3275300082208233,0.5000609360216091,8.670036491490588,7.995048393881246,0.416969570247183,138972000000.0,257278000000.0,0.36041189657224043,,0.06194333078815791,0.08815310091070638,3.1127214170692428
BHARTIARTL,2025-03-31,,,1.879462734413694,478762000000.0,110218000000.0,0.38784607277612143,0.085712663727612,0.2302145951433071,0.22863969989263977,8.572994591648254,12.697928489566838,0.37457728377601,301888000000.0,258703000000.0,0.3723163758329763,423.964578259907,0.12391394184950358,0.06086733009375278,
BHARTIARTL,2025-06-30,10.26,48.560896905077364,1.69853312128937,494626000000.0,59479000000.0,0.19872105416141847,0.04619398967102733,0.12025045185655424,0.32277316598803946,9.487252480147669,11.729380458808098,0.4239760962333093,193494000000.0,306898000000.0,0.3841481587622785,,0.06814080631109834,0.03313546187876226,
BHARTIARTL,2025-12-31,11.44,46.01398814808239,,539816000000.0,66305000000.0,,,0.12282888984394683,0.33204832757828595,,9.571485437013578,,,,,,,0.09136195832811045,0.1150097465886939
HINDUNILVR,2024-06-30,11.11,54.71205689904928,,,,,,,,,,,,,,,,,
HINDUNILVR,2024-09-30,11.03,65.07867724919255,0.03251536158815188,157290000000.0,25910000000.0,0.2041121789821963,0.12832291215254132,0.1647275732722996,0.23218259266323352,13.286422358765146,42.040688075730515,1.643510437757453,,,0.7790008048040612,14.828187603111006,,,-0.007200720072007227
HINDUNILVR,2024-12-31,12.7,44.97392308993603,,153530000000.0,29840000000.0,,,0.19435940858464143,0.2697844069562952,,30.08998377167413,,,,,,,-0.023904889058427137,0.15140525838621932
HINDUNILVR,2025-03-31,,,0.03335897332091818,154460000000.0,24640000000.0,0.19950609287073398,0.12338507761642464,0.15952350123009193,0.22284086494885408,10.431768020202695,33.71121692623736,1.3334341174336337,,,0.7734601902854281,13.994110985277462,,0.006057448055754477,
HINDUNILVR,2025-06-30,11.73,48.523079302203215,,163230000000.0,27560000000.0,,,0.168841511976965,0.210132941248545,,35.27645209072418,,,,,,,0.0567784539686651,
HINDUNILVR,2025-12-31,28.12,20.589437254122956,,162350000000.0,66070000000.0,,,0.4069602710194025,0.1852171234986141,,40.68045883831884,,,,,,,-0.005391165839612855,1.3972719522591643
